NAME	TITLE	SCORE	
TMEM35A	transmembrane protein 35A [Source:HGNC Symbol;Acc:HGNC:25864]	3.4329069	
SLC40A1	solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909]	3.4258864	
SLC2A5	solute carrier family 2 member 5 [Source:HGNC Symbol;Acc:HGNC:11010]	3.4254606	
PARM1	prostate androgen-regulated mucin-like protein 1 [Source:HGNC Symbol;Acc:HGNC:24536]	3.4029284	
PLN	phospholamban [Source:HGNC Symbol;Acc:HGNC:9080]	3.3959622	
ATP1A2	ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]	3.3809378	
ACKR2	atypical chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1565]	3.3759305	
SOD3	superoxide dismutase 3 [Source:HGNC Symbol;Acc:HGNC:11181]	3.3625495	
NOG	noggin [Source:HGNC Symbol;Acc:HGNC:7866]	3.3390245	
CFHR1	complement factor H related 1 [Source:HGNC Symbol;Acc:HGNC:4888]	3.3364983	
SEMA3F	semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]	3.3351185	
PPL	periplakin [Source:HGNC Symbol;Acc:HGNC:9273]	3.300976	
PTPRO	protein tyrosine phosphatase receptor type O [Source:HGNC Symbol;Acc:HGNC:9678]	3.2770174	
GUCY1B1	guanylate cyclase 1 soluble subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4687]	3.2515295	
RASL10B	RAS like family 10 member B [Source:HGNC Symbol;Acc:HGNC:30295]	3.2280173	
MECOM	MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:HGNC:3498]	3.179031	
CLEC17A	C-type lectin domain containing 17A [Source:HGNC Symbol;Acc:HGNC:34520]	3.171654	
TMEM37	transmembrane protein 37 [Source:HGNC Symbol;Acc:HGNC:18216]	3.1469812	
ANXA8L1	annexin A8 like 1 [Source:HGNC Symbol;Acc:HGNC:23334]	3.1234243	
SYPL2	synaptophysin like 2 [Source:HGNC Symbol;Acc:HGNC:27638]	3.0981514	
ZNF853	zinc finger protein 853 [Source:HGNC Symbol;Acc:HGNC:21767]	3.097984	
PRSS35	serine protease 35 [Source:HGNC Symbol;Acc:HGNC:21387]	3.0918534	
FOXA1	forkhead box A1 [Source:HGNC Symbol;Acc:HGNC:5021]	3.0705802	
PPIAP39	peptidylprolyl isomerase A pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:53663]	3.0412061	
RGS9	regulator of G protein signaling 9 [Source:HGNC Symbol;Acc:HGNC:10004]	3.0405178	
RASSF4	Ras association domain family member 4 [Source:HGNC Symbol;Acc:HGNC:20793]	3.0356138	
MFAP4	microfibril associated protein 4 [Source:HGNC Symbol;Acc:HGNC:7035]	3.0293899	
MCC	MCC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:6935]	3.0255911	
BMF	Bcl2 modifying factor [Source:HGNC Symbol;Acc:HGNC:24132]	3.0236158	
GCK	glucokinase [Source:HGNC Symbol;Acc:HGNC:4195]	3.0207171	
JAM2	junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686]	3.0147536	
ENKUR	enkurin, TRPC channel interacting protein [Source:HGNC Symbol;Acc:HGNC:28388]	3.0140464	
CABCOCO1	ciliary associated calcium binding coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28678]	2.9910479	
PLD1	phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067]	2.9897075	
SCARA3	scavenger receptor class A member 3 [Source:HGNC Symbol;Acc:HGNC:19000]	2.979997	
IGF2	insulin like growth factor 2 [Source:HGNC Symbol;Acc:HGNC:5466]	2.9798853	
FAM20A	FAM20A golgi associated secretory pathway pseudokinase [Source:HGNC Symbol;Acc:HGNC:23015]	2.9703412	
PPFIBP2	PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250]	2.9675794	
TSPAN18	tetraspanin 18 [Source:HGNC Symbol;Acc:HGNC:20660]	2.963059	
TGFB3	transforming growth factor beta 3 [Source:HGNC Symbol;Acc:HGNC:11769]	2.959133	
GPR132	G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]	2.9539223	
SOX4	SRY-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11200]	2.9471076	
DNAAF3	dynein axonemal assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:30492]	2.930248	
SLC7A7	solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065]	2.9166243	
OLFML3	olfactomedin like 3 [Source:HGNC Symbol;Acc:HGNC:24956]	2.8955224	
MATN3	matrilin 3 [Source:HGNC Symbol;Acc:HGNC:6909]	2.8889155	
EFCAB10	EF-hand calcium binding domain 10 [Source:HGNC Symbol;Acc:HGNC:34531]	2.8802798	
USP2	ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12618]	2.8638706	
CDC20P1	cell division cycle 20 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29487]	2.861877	
HPSE2	heparanase 2 (inactive) [Source:HGNC Symbol;Acc:HGNC:18374]	2.8559108	
ANKRD33B	ankyrin repeat domain 33B [Source:HGNC Symbol;Acc:HGNC:35240]	2.8353817	
GEM	GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234]	2.8201997	
CDKN1C	cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]	2.8095906	
RTP4	receptor transporter protein 4 [Source:HGNC Symbol;Acc:HGNC:23992]	2.8068264	
COLCA2	colorectal cancer associated 2 [Source:HGNC Symbol;Acc:HGNC:26978]	2.8034592	
KHK	ketohexokinase [Source:HGNC Symbol;Acc:HGNC:6315]	2.7855694	
EYA1	EYA transcriptional coactivator and phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3519]	2.7838473	
ARHGAP6	Rho GTPase activating protein 6 [Source:HGNC Symbol;Acc:HGNC:676]	2.762601	
SMAD6	SMAD family member 6 [Source:HGNC Symbol;Acc:HGNC:6772]	2.7580705	
CRYAB	crystallin alpha B [Source:HGNC Symbol;Acc:HGNC:2389]	2.7547953	
CDKL1	cyclin dependent kinase like 1 [Source:HGNC Symbol;Acc:HGNC:1781]	2.742218	
RASSF5	Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609]	2.717092	
DAPK1	death associated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:2674]	2.7098668	
ARHGAP28	Rho GTPase activating protein 28 [Source:HGNC Symbol;Acc:HGNC:25509]	2.7022257	
ABCA7	ATP binding cassette subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:37]	2.6926064	
SEMA3B	semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]	2.6885579	
ECM2	extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3154]	2.6849575	
NTN3	netrin 3 [Source:HGNC Symbol;Acc:HGNC:8030]	2.6844234	
TSPOAP1	TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]	2.6756694	
SLC2A12	solute carrier family 2 member 12 [Source:HGNC Symbol;Acc:HGNC:18067]	2.6733	
GCHFR	GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]	2.6708114	
FAXDC2	fatty acid hydroxylase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1334]	2.6674662	
PLAC1	placenta enriched 1 [Source:HGNC Symbol;Acc:HGNC:9044]	2.6573164	
SLC7A4	solute carrier family 7 member 4 [Source:HGNC Symbol;Acc:HGNC:11062]	2.6504598	
KANK4	KN motif and ankyrin repeat domains 4 [Source:HGNC Symbol;Acc:HGNC:27263]	2.6496336	
COL26A1	collagen type XXVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:18038]	2.646832	
NDRG2	NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460]	2.6457987	
NCALD	neurocalcin delta [Source:HGNC Symbol;Acc:HGNC:7655]	2.6415162	
PDE7B	phosphodiesterase 7B [Source:HGNC Symbol;Acc:HGNC:8792]	2.6331632	
TTC6	tetratricopeptide repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:19739]	2.6274142	
UHRF2P1	ubiquitin like with PHD and ring finger domains 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39565]	2.6273491	
KLHL38	kelch like family member 38 [Source:HGNC Symbol;Acc:HGNC:34435]	2.625265	
RPS3AP37	RPS3A pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:36691]	2.6246514	
CCDC74B	coiled-coil domain containing 74B [Source:HGNC Symbol;Acc:HGNC:25267]	2.615649	
TBX6	T-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:11605]	2.6115134	
CCNB3	cyclin B3 [Source:HGNC Symbol;Acc:HGNC:18709]	2.6092188	
ALOX5AP	arachidonate 5-lipoxygenase activating protein [Source:HGNC Symbol;Acc:HGNC:436]	2.6067348	
ODF3B	outer dense fiber of sperm tails 3B [Source:HGNC Symbol;Acc:HGNC:34388]	2.6025424	
FAM13C	family with sequence similarity 13 member C [Source:HGNC Symbol;Acc:HGNC:19371]	2.5980785	
SMAD9	SMAD family member 9 [Source:HGNC Symbol;Acc:HGNC:6774]	2.5968604	
SLC22A23	solute carrier family 22 member 23 [Source:HGNC Symbol;Acc:HGNC:21106]	2.5963638	
PLAC8	placenta associated 8 [Source:HGNC Symbol;Acc:HGNC:19254]	2.5958984	
FGFR2	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]	2.5951717	
SYNM	synemin [Source:HGNC Symbol;Acc:HGNC:24466]	2.593562	
METTL7A	methyltransferase like 7A [Source:HGNC Symbol;Acc:HGNC:24550]	2.592101	
FRAT1	FRAT regulator of WNT signaling pathway 1 [Source:HGNC Symbol;Acc:HGNC:3944]	2.5906763	
PRRT2	proline rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30500]	2.5822759	
CHADL	chondroadherin like [Source:HGNC Symbol;Acc:HGNC:25165]	2.5764828	
ASTL	astacin like metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:31704]	2.573365	
PIM1	Pim-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8986]	2.5717347	
AMOT	angiomotin [Source:HGNC Symbol;Acc:HGNC:17810]	2.559217	
ANKRD65	ankyrin repeat domain 65 [Source:HGNC Symbol;Acc:HGNC:42950]	2.558392	
CLTRN	collectrin, amino acid transport regulator [Source:HGNC Symbol;Acc:HGNC:29437]	2.5564866	
TTC23L	tetratricopeptide repeat domain 23 like [Source:HGNC Symbol;Acc:HGNC:26355]	2.5544603	
SIX2	SIX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:10888]	2.5542085	
MAP2K6	mitogen-activated protein kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6846]	2.5385628	
MMP11	matrix metallopeptidase 11 [Source:HGNC Symbol;Acc:HGNC:7157]	2.5314527	
MTCH1	mitochondrial carrier 1 [Source:HGNC Symbol;Acc:HGNC:17586]	2.5182948	
ARL4A	ADP ribosylation factor like GTPase 4A [Source:HGNC Symbol;Acc:HGNC:695]	2.515913	
SEMA4G	semaphorin 4G [Source:HGNC Symbol;Acc:HGNC:10735]	2.5140176	
NRP2	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]	2.5125737	
ISG20	interferon stimulated exonuclease gene 20 [Source:HGNC Symbol;Acc:HGNC:6130]	2.5118675	
OXER1	oxoeicosanoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:24884]	2.5087361	
VWA5A	von Willebrand factor A domain containing 5A [Source:HGNC Symbol;Acc:HGNC:6658]	2.501605	
OSR2	odd-skipped related transciption factor 2 [Source:HGNC Symbol;Acc:HGNC:15830]	2.5001433	
FOXO1	forkhead box O1 [Source:HGNC Symbol;Acc:HGNC:3819]	2.499949	
RARRES2	retinoic acid receptor responder 2 [Source:HGNC Symbol;Acc:HGNC:9868]	2.4973016	
PBX4	PBX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:13403]	2.4888158	
PITX2	paired like homeodomain 2 [Source:HGNC Symbol;Acc:HGNC:9005]	2.4839952	
CYP2T1P	cytochrome P450 family 2 subfamily T member 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:18852]	2.4832144	
TPD52L1	TPD52 like 1 [Source:HGNC Symbol;Acc:HGNC:12006]	2.476931	
PAQR8	progestin and adipoQ receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15708]	2.47412	
VAV3	vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]	2.4705927	
APOBEC3D	apolipoprotein B mRNA editing enzyme catalytic subunit 3D [Source:HGNC Symbol;Acc:HGNC:17354]	2.4697645	
BEND3P2	BEN domain containing 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45015]	2.4547458	
CLU	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]	2.4546523	
FBXL7	F-box and leucine rich repeat protein 7 [Source:HGNC Symbol;Acc:HGNC:13604]	2.449479	
OLFML2B	olfactomedin like 2B [Source:HGNC Symbol;Acc:HGNC:24558]	2.4490697	
LYPD5	LY6/PLAUR domain containing 5 [Source:HGNC Symbol;Acc:HGNC:26397]	2.448162	
GNA14	G protein subunit alpha 14 [Source:HGNC Symbol;Acc:HGNC:4382]	2.445261	
RNASE4	ribonuclease A family member 4 [Source:HGNC Symbol;Acc:HGNC:10047]	2.445007	
XKR5	XK related 5 [Source:HGNC Symbol;Acc:HGNC:20782]	2.4382107	
CELSR2	cadherin EGF LAG seven-pass G-type receptor 2 [Source:HGNC Symbol;Acc:HGNC:3231]	2.4346452	
TMEM119	transmembrane protein 119 [Source:HGNC Symbol;Acc:HGNC:27884]	2.4204001	
APOL3	apolipoprotein L3 [Source:HGNC Symbol;Acc:HGNC:14868]	2.4192963	
TRIM9	tripartite motif containing 9 [Source:HGNC Symbol;Acc:HGNC:16288]	2.416617	
ALPL	alkaline phosphatase, biomineralization associated [Source:HGNC Symbol;Acc:HGNC:438]	2.414955	
ARHGEF37	Rho guanine nucleotide exchange factor 37 [Source:HGNC Symbol;Acc:HGNC:34430]	2.4066925	
C1R	complement C1r [Source:HGNC Symbol;Acc:HGNC:1246]	2.4032931	
THRB	thyroid hormone receptor beta [Source:HGNC Symbol;Acc:HGNC:11799]	2.3997595	
CCDC121	coiled-coil domain containing 121 [Source:HGNC Symbol;Acc:HGNC:25833]	2.394711	
CRISPLD2	cysteine rich secretory protein LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25248]	2.3895385	
PIK3IP1	phosphoinositide-3-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24942]	2.387378	
FGFR3	fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:HGNC:3690]	2.3871012	
MFAP5	microfibril associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29673]	2.3870823	
GPR63	G protein-coupled receptor 63 [Source:HGNC Symbol;Acc:HGNC:13302]	2.373642	
MAFB	MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408]	2.3733153	
OR7E125P	olfactory receptor family 7 subfamily E member 125 pseudogene [Source:HGNC Symbol;Acc:HGNC:15098]	2.3708255	
ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3 [Source:HGNC Symbol;Acc:HGNC:219]	2.3648536	
NYNRIN	NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:HGNC:20165]	2.3626947	
COL14A1	collagen type XIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2191]	2.3609464	
SORBS2	sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098]	2.3608496	
EPHB3	EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394]	2.3562462	
MEX3B	mex-3 RNA binding family member B [Source:HGNC Symbol;Acc:HGNC:25297]	2.3525715	
CORIN	corin, serine peptidase [Source:HGNC Symbol;Acc:HGNC:19012]	2.3522089	
ZNF541	zinc finger protein 541 [Source:HGNC Symbol;Acc:HGNC:25294]	2.3509893	
RAVER2	ribonucleoprotein, PTB binding 2 [Source:HGNC Symbol;Acc:HGNC:25577]	2.3456814	
SLC29A1	solute carrier family 29 member 1 (Augustine blood group) [Source:HGNC Symbol;Acc:HGNC:11003]	2.340116	
TOX	thymocyte selection associated high mobility group box [Source:HGNC Symbol;Acc:HGNC:18988]	2.3389487	
ZFP42	ZFP42 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:30949]	2.3377905	
TMEM225B	transmembrane protein 225B [Source:HGNC Symbol;Acc:HGNC:53075]	2.3304257	
TRIM29	tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]	2.3259583	
PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:HGNC Symbol;Acc:HGNC:8972]	2.3254557	
SYT9	synaptotagmin 9 [Source:HGNC Symbol;Acc:HGNC:19265]	2.3250391	
SBSPON	somatomedin B and thrombospondin type 1 domain containing [Source:HGNC Symbol;Acc:HGNC:30362]	2.3249183	
SOX15	SRY-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11196]	2.3186164	
VAT1L	vesicle amine transport 1 like [Source:HGNC Symbol;Acc:HGNC:29315]	2.3084111	
FAM117B	family with sequence similarity 117 member B [Source:HGNC Symbol;Acc:HGNC:14440]	2.3029385	
TMEM200B	transmembrane protein 200B [Source:HGNC Symbol;Acc:HGNC:33785]	2.2965772	
PIEZO2	piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]	2.2939045	
PDE1A	phosphodiesterase 1A [Source:HGNC Symbol;Acc:HGNC:8774]	2.2837615	
XKRX	XK related X-linked [Source:HGNC Symbol;Acc:HGNC:29845]	2.2834828	
KLRD1	killer cell lectin like receptor D1 [Source:HGNC Symbol;Acc:HGNC:6378]	2.2807426	
PCDHA2	protocadherin alpha 2 [Source:HGNC Symbol;Acc:HGNC:8668]	2.276434	
ZCCHC18	zinc finger CCHC-type containing 18 [Source:HGNC Symbol;Acc:HGNC:32459]	2.2740717	
GXYLT2	glucoside xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33383]	2.2712846	
POU5F1B	POU class 5 homeobox 1B [Source:HGNC Symbol;Acc:HGNC:9223]	2.2707794	
NATD1	N-acetyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30770]	2.2686658	
PAPLN	papilin, proteoglycan like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]	2.263503	
FAM83B	family with sequence similarity 83 member B [Source:HGNC Symbol;Acc:HGNC:21357]	2.26079	
KRT83	keratin 83 [Source:HGNC Symbol;Acc:HGNC:6460]	2.2494855	
GAS1	growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]	2.2480266	
NOXA1	NADPH oxidase activator 1 [Source:HGNC Symbol;Acc:HGNC:10668]	2.2457628	
KMO	kynurenine 3-monooxygenase [Source:HGNC Symbol;Acc:HGNC:6381]	2.2328827	
GADD45G	growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]	2.2325354	
SORBS1	sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565]	2.2307131	
YAP1P1	YAP1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38016]	2.230646	
PTPRQ	protein tyrosine phosphatase receptor type Q [Source:HGNC Symbol;Acc:HGNC:9679]	2.227272	
CMTM2	CKLF like MARVEL transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19173]	2.2240157	
FOS	Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]	2.214255	
SALL2	spalt like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10526]	2.2126062	
TESC	tescalcin [Source:HGNC Symbol;Acc:HGNC:26065]	2.2125077	
CDKN2C	cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789]	2.2052612	
GLUD2	glutamate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4336]	2.2029738	
DTX4	deltex E3 ubiquitin ligase 4 [Source:HGNC Symbol;Acc:HGNC:29151]	2.200798	
MT1X	metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]	2.2002695	
SLC38A4	solute carrier family 38 member 4 [Source:HGNC Symbol;Acc:HGNC:14679]	2.1930497	
TGM1	transglutaminase 1 [Source:HGNC Symbol;Acc:HGNC:11777]	2.1907492	
GBP2	guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]	2.1856635	
ALX4	ALX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:450]	2.1721609	
CGNL1	cingulin like 1 [Source:HGNC Symbol;Acc:HGNC:25931]	2.1705554	
MICE	MHC class I polypeptide-related sequence E (pseudogene) [Source:HGNC Symbol;Acc:HGNC:7094]	2.169344	
ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:14987]	2.1647384	
FIGNL2	fidgetin like 2 [Source:HGNC Symbol;Acc:HGNC:13287]	2.1635423	
GDPD5	glycerophosphodiester phosphodiesterase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28804]	2.1571405	
TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:29011]	2.1538339	
IGF1	insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464]	2.1513035	
RDH16	retinol dehydrogenase 16 [Source:HGNC Symbol;Acc:HGNC:29674]	2.150246	
CLDN23	claudin 23 [Source:HGNC Symbol;Acc:HGNC:17591]	2.147895	
CHRD	chordin [Source:HGNC Symbol;Acc:HGNC:1949]	2.1453009	
ROR2	receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]	2.1452348	
NOX4	NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]	2.1418371	
PPP1R16B	protein phosphatase 1 regulatory subunit 16B [Source:HGNC Symbol;Acc:HGNC:15850]	2.1404436	
MYH10	myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]	2.1361527	
FAM149A	family with sequence similarity 149 member A [Source:HGNC Symbol;Acc:HGNC:24527]	2.134217	
SYT15	synaptotagmin 15 [Source:HGNC Symbol;Acc:HGNC:17167]	2.1275954	
DPT	dermatopontin [Source:HGNC Symbol;Acc:HGNC:3011]	2.1231997	
RGMA	repulsive guidance molecule BMP co-receptor a [Source:HGNC Symbol;Acc:HGNC:30308]	2.1193736	
DHRS3	dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]	2.1175227	
HS6ST1	heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5201]	2.1169815	
TMEM253	transmembrane protein 253 [Source:HGNC Symbol;Acc:HGNC:32545]	2.1167383	
CXCL14	C-X-C motif chemokine ligand 14 [Source:HGNC Symbol;Acc:HGNC:10640]	2.1139152	
IFIT1	interferon induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:5407]	2.1120808	
SPATA4	spermatogenesis associated 4 [Source:HGNC Symbol;Acc:HGNC:17333]	2.1108248	
AFF2	AF4/FMR2 family member 2 [Source:HGNC Symbol;Acc:HGNC:3776]	2.110818	
TMEM26	transmembrane protein 26 [Source:HGNC Symbol;Acc:HGNC:28550]	2.10993	
SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3 [Source:HGNC Symbol;Acc:HGNC:10832]	2.109051	
NLGN3	neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]	2.108834	
NPAS4	neuronal PAS domain protein 4 [Source:HGNC Symbol;Acc:HGNC:18983]	2.1053283	
MAGED4	MAGE family member D4 [Source:HGNC Symbol;Acc:HGNC:23793]	2.1037061	
ABHD1	abhydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17553]	2.0951784	
FRZB	frizzled related protein [Source:HGNC Symbol;Acc:HGNC:3959]	2.0920317	
SKIDA1	SKI/DACH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32697]	2.0917766	
MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:26689]	2.091276	
DEGS2	delta 4-desaturase, sphingolipid 2 [Source:HGNC Symbol;Acc:HGNC:20113]	2.0848274	
BAMBI	BMP and activin membrane bound inhibitor [Source:HGNC Symbol;Acc:HGNC:30251]	2.0816522	
SLC27A3	solute carrier family 27 member 3 [Source:HGNC Symbol;Acc:HGNC:10997]	2.0768	
ANO8	anoctamin 8 [Source:HGNC Symbol;Acc:HGNC:29329]	2.0707579	
PRUNE2	prune homolog 2 with BCH domain [Source:HGNC Symbol;Acc:HGNC:25209]	2.0703878	
LGI4	leucine rich repeat LGI family member 4 [Source:HGNC Symbol;Acc:HGNC:18712]	2.0690453	
RSPO2	R-spondin 2 [Source:HGNC Symbol;Acc:HGNC:28583]	2.0688865	
RHOU	ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794]	2.05871	
IGFBPL1	insulin like growth factor binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:20081]	2.058282	
LMO4	LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]	2.056825	
DBP	D-box binding PAR bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:2697]	2.056471	
SHF	Src homology 2 domain containing F [Source:HGNC Symbol;Acc:HGNC:25116]	2.0555935	
